2010-04-19 16:20:59 Notice: Notice (8): Undefined index:  id in [APP/views/countries/index.ctp, line 39]
2010-04-19 18:17:56 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:17:56 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:17:56 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:18:22 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:18:22 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:18:23 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:18:23 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:18:23 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:20:03 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:20:24 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 18:20:33 Notice: Notice (8): Undefined variable: paginator in [APP/views/elements/activityList.ctp, line 6]
2010-04-19 19:02:14 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/elements/activityList.ctp, line 3]
2010-04-19 19:02:37 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/elements/activityList.ctp, line 3]
2010-04-19 20:38:53 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/elements/activity_types/list.ctp, line 3]
2010-04-19 20:41:40 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/elements/activity_types/list.ctp, line 3]
2010-04-19 20:46:47 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/layouts/default.ctp, line 61]
2010-04-19 21:03:35 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/layouts/default.ctp, line 61]
2010-04-19 21:03:38 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/layouts/default.ctp, line 61]
2010-04-19 21:03:42 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/layouts/default.ctp, line 61]
2010-04-19 21:10:32 Notice: Notice (8): Undefined variable: activityTypes in [APP/views/layouts/default.ctp, line 61]
2010-04-19 21:21:18 Notice: Notice (8): Undefined variable: activityTypes in [APP/controllers/activity_types_controller.php, line 16]
2010-04-19 21:21:48 Notice: Notice (8): Undefined variable: activityTypes in [APP/controllers/activity_types_controller.php, line 16]
2010-04-19 21:25:02 Notice: Notice (8): Undefined variable: ActivityTypes in [APP/controllers/activity_types_controller.php, line 16]
2010-04-19 21:25:31 Notice: Notice (8): Undefined variable: activities in [APP/controllers/activity_types_controller.php, line 16]
2010-04-19 21:26:10 Notice: Notice (8): Undefined variable: activities in [APP/controllers/activity_types_controller.php, line 16]
2010-04-20 11:10:47 Notice: Notice (8): Undefined variable: success_email in [APP/views/operators/view.ctp, line 1]
2010-04-20 11:10:47 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 54]
2010-04-20 11:10:58 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 54]
2010-04-20 11:11:15 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 54]
2010-04-20 11:11:54 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 54]
2010-04-20 11:12:33 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 54]
2010-04-20 11:12:54 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 54]
2010-04-20 11:13:05 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 54]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 74]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 75]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 76]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:30:59 Notice: Notice (8): Use of undefined constant WWW_PATH - assumed 'WWW_PATH' in [APP/views/operators/view.ctp, line 167]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 74]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 75]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: aOperator in [APP/views/operators/view.ctp, line 76]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:30:59 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:30:59 Notice: Notice (8): Use of undefined constant WWW_PATH - assumed 'WWW_PATH' in [APP/views/operators/view.ctp, line 167]
2010-04-20 11:31:52 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:31:52 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:31:52 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:31:52 Notice: Notice (8): Use of undefined constant WWW_PATH - assumed 'WWW_PATH' in [APP/views/operators/view.ctp, line 167]
2010-04-20 11:31:52 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:31:52 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:31:52 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:31:52 Notice: Notice (8): Use of undefined constant WWW_PATH - assumed 'WWW_PATH' in [APP/views/operators/view.ctp, line 167]
2010-04-20 11:33:57 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:33:57 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:33:57 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:33:57 Notice: Notice (8): Use of undefined constant WWW_PATH - assumed 'WWW_PATH' in [APP/views/operators/view.ctp, line 167]
2010-04-20 11:33:58 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:33:58 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:33:58 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:33:58 Notice: Notice (8): Use of undefined constant WWW_PATH - assumed 'WWW_PATH' in [APP/views/operators/view.ctp, line 167]
2010-04-20 11:35:14 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:35:14 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:35:14 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:35:14 Notice: Notice (8): Use of undefined constant WWW_PATH - assumed 'WWW_PATH' in [APP/views/operators/view.ctp, line 167]
2010-04-20 11:35:15 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:35:15 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:35:15 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:35:15 Notice: Notice (8): Use of undefined constant WWW_PATH - assumed 'WWW_PATH' in [APP/views/operators/view.ctp, line 167]
2010-04-20 11:37:06 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:37:06 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:37:06 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:37:07 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:37:07 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:37:07 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:39:58 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:39:58 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:39:58 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:39:58 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:39:58 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:39:58 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:40:53 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:40:53 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:40:53 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 11:40:53 Notice: Notice (8): Undefined variable: captcha_image_url in [APP/views/operators/view.ctp, line 162]
2010-04-20 11:40:53 Notice: Notice (8): Undefined variable: error_captcha in [APP/views/operators/view.ctp, line 165]
2010-04-20 11:40:53 Notice: Notice (8): Undefined variable: success_captcha in [APP/views/operators/view.ctp, line 166]
2010-04-20 13:22:35 Notice: Notice (8): Undefined property: OperatorsController::$Recaptcha in [APP/controllers/operators_controller.php, line 44]
2010-04-20 16:27:26 Notice: Notice (8): Undefined property: OperatorsController::$RequestHandler in [APP/controllers/operators_controller.php, line 107]
2010-04-20 16:29:08 Notice: Notice (8): Undefined property: OperatorsController::$RequestHandler in [APP/controllers/operators_controller.php, line 107]
2010-04-20 16:34:07 Notice: Notice (8): Undefined property: OperatorsController::$RequestHandler in [APP/controllers/operators_controller.php, line 56]
2010-04-20 16:36:01 Notice: Notice (8): Undefined property: OperatorsController::$RequestHandler in [APP/controllers/operators_controller.php, line 56]
2010-04-20 18:41:52 Notice: Notice (8): Undefined property: ContactsController::$Product in [APP/controllers/contacts_controller.php, line 44]
2010-04-20 18:49:27 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/index.ctp, line 32]
2010-04-20 18:49:27 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/index.ctp, line 59]
2010-04-20 18:49:27 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/index.ctp, line 60]
2010-04-20 18:49:27 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/index.ctp, line 61]
2010-04-20 18:50:26 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/index.ctp, line 32]
2010-04-20 18:50:26 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/index.ctp, line 59]
2010-04-20 18:50:26 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/index.ctp, line 60]
2010-04-20 18:50:26 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/index.ctp, line 61]
2010-04-20 18:54:03 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 18:54:03 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 18:54:03 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 18:54:03 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 18:57:13 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 18:57:13 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 18:57:13 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 18:57:13 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:00:50 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:00:50 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:00:50 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:00:50 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:03:34 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:03:34 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:03:34 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:03:34 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:25:01 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:25:01 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:25:01 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:25:01 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:36:25 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:36:25 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:36:25 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:36:25 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:36:44 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:36:44 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:36:44 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:36:44 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:37:42 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:37:42 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:37:42 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:37:42 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:38:27 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:38:27 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:38:27 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:38:27 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:39:43 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:39:43 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:39:43 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:39:43 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:40:34 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:40:34 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:40:34 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:40:34 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:41:26 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:41:26 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:41:26 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:41:26 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:42:41 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:42:41 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:42:41 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:42:41 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:44:46 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-20 19:44:46 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-20 19:44:46 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-20 19:44:46 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-20 19:50:07 Notice: Notice (8): Undefined property: ContactsController::$Product in [APP/controllers/contacts_controller.php, line 21]
2010-04-20 19:51:01 Notice: Notice (8): Undefined property: ContactsController::$Product in [APP/controllers/contacts_controller.php, line 21]
2010-04-20 19:51:30 Notice: Notice (8): Undefined property: ContactsController::$Product in [APP/controllers/contacts_controller.php, line 21]
2010-04-22 13:30:25 Notice: Notice (8): Undefined property: ContactsController::$Product in [APP/controllers/contacts_controller.php, line 26]
2010-04-22 13:48:40 Notice: Notice (8): Undefined property: ContactsController::$Product in [APP/controllers/contacts_controller.php, line 26]
2010-04-22 13:48:41 Notice: Notice (8): Undefined property: ContactsController::$Product in [APP/controllers/contacts_controller.php, line 26]
2010-04-22 16:47:41 Notice: Notice (8): Undefined property: ContactsController::$Product in [APP/controllers/contacts_controller.php, line 26]
2010-04-22 16:55:44 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-22 16:55:44 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-22 16:55:44 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-22 16:55:44 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-22 16:56:58 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-22 16:56:58 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
2010-04-22 16:56:58 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 60]
2010-04-22 16:56:58 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 61]
2010-04-22 17:01:03 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 32]
2010-04-22 17:01:04 Notice: Notice (8): Undefined index:  id in [APP/views/contacts/admin_index.ctp, line 59]
